3 , 1 , 157 , 1312226166 , 156749
3 , 0 , 144 , 1312226166 , 156776
3 , 24 , 101 , 1312226166 , 156786
1 , 330 , 1 , 1312226166 , 156798
0 , 0 , 0 , 1312226166 , 156806
3 , 24 , 0 , 1312226166 , 165422
1 , 330 , 0 , 1312226166 , 165444
0 , 0 , 0 , 1312226166 , 165450
3 , 1 , 162 , 1312226166 , 481715
3 , 0 , 140 , 1312226166 , 481737
3 , 24 , 100 , 1312226166 , 481746
1 , 330 , 1 , 1312226166 , 481755
0 , 0 , 0 , 1312226166 , 481763
3 , 24 , 101 , 1312226166 , 544158
0 , 0 , 0 , 1312226166 , 544182
3 , 0 , 139 , 1312226166 , 553061
3 , 24 , 100 , 1312226166 , 553080
0 , 0 , 0 , 1312226166 , 553095
3 , 1 , 161 , 1312226166 , 562119
3 , 0 , 136 , 1312226166 , 562140
3 , 24 , 101 , 1312226166 , 562148
0 , 0 , 0 , 1312226166 , 562162
3 , 24 , 0 , 1312226166 , 570562
1 , 330 , 0 , 1312226166 , 570577
0 , 0 , 0 , 1312226166 , 570582
3 , 1 , 158 , 1312226166 , 878042
3 , 0 , 149 , 1312226166 , 878061
3 , 24 , 100 , 1312226166 , 878070
1 , 330 , 1 , 1312226166 , 878079
0 , 0 , 0 , 1312226166 , 878087
3 , 1 , 159 , 1312226166 , 895856
3 , 24 , 101 , 1312226166 , 895880
0 , 0 , 0 , 1312226166 , 895895
3 , 1 , 160 , 1312226166 , 922661
3 , 24 , 100 , 1312226166 , 922686
0 , 0 , 0 , 1312226166 , 922700
3 , 24 , 0 , 1312226166 , 940139
1 , 330 , 0 , 1312226166 , 940155
0 , 0 , 0 , 1312226166 , 940161
3 , 1 , 168 , 1312226167 , 158160
3 , 0 , 164 , 1312226167 , 158179
3 , 24 , 101 , 1312226167 , 158188
1 , 330 , 1 , 1312226167 , 158197
0 , 0 , 0 , 1312226167 , 158205
3 , 1 , 166 , 1312226167 , 184990
3 , 24 , 100 , 1312226167 , 185015
0 , 0 , 0 , 1312226167 , 185029
3 , 24 , 101 , 1312226167 , 193946
0 , 0 , 0 , 1312226167 , 193970
3 , 1 , 164 , 1312226167 , 229601
3 , 0 , 163 , 1312226167 , 229620
3 , 24 , 100 , 1312226167 , 229628
0 , 0 , 0 , 1312226167 , 229642
3 , 1 , 162 , 1312226167 , 238441
3 , 24 , 101 , 1312226167 , 238466
0 , 0 , 0 , 1312226167 , 238479
3 , 1 , 161 , 1312226167 , 247458
3 , 0 , 162 , 1312226167 , 247478
3 , 24 , 100 , 1312226167 , 247486
0 , 0 , 0 , 1312226167 , 247500
3 , 24 , 0 , 1312226167 , 255943
1 , 330 , 0 , 1312226167 , 255959
0 , 0 , 0 , 1312226167 , 255964
3 , 1 , 160 , 1312226167 , 563449
3 , 0 , 164 , 1312226167 , 563468
3 , 24 , 101 , 1312226167 , 563477
1 , 330 , 1 , 1312226167 , 563486
0 , 0 , 0 , 1312226167 , 563494
3 , 0 , 163 , 1312226167 , 581251
3 , 24 , 100 , 1312226167 , 581269
0 , 0 , 0 , 1312226167 , 581283
3 , 1 , 159 , 1312226167 , 590134
3 , 24 , 101 , 1312226167 , 590157
0 , 0 , 0 , 1312226167 , 590171
3 , 24 , 0 , 1312226167 , 598683
1 , 330 , 0 , 1312226167 , 598699
0 , 0 , 0 , 1312226167 , 598704
3 , 1 , 157 , 1312226169 , 67923
3 , 0 , 162 , 1312226169 , 67943
3 , 24 , 100 , 1312226169 , 67951
1 , 330 , 1 , 1312226169 , 67960
0 , 0 , 0 , 1312226169 , 67968
3 , 1 , 156 , 1312226169 , 77060
3 , 24 , 101 , 1312226169 , 77085
0 , 0 , 0 , 1312226169 , 77099
3 , 1 , 153 , 1312226169 , 85720
3 , 24 , 100 , 1312226169 , 85745
0 , 0 , 0 , 1312226169 , 85759
3 , 24 , 0 , 1312226169 , 94239
1 , 330 , 0 , 1312226169 , 94254
0 , 0 , 0 , 1312226169 , 94259
3 , 1 , 159 , 1312226169 , 312348
3 , 0 , 153 , 1312226169 , 312368
3 , 24 , 101 , 1312226169 , 312377
1 , 330 , 1 , 1312226169 , 312386
0 , 0 , 0 , 1312226169 , 312394
3 , 1 , 156 , 1312226169 , 321449
3 , 24 , 100 , 1312226169 , 321474
0 , 0 , 0 , 1312226169 , 321489
3 , 24 , 0 , 1312226169 , 329800
1 , 330 , 0 , 1312226169 , 329814
0 , 0 , 0 , 1312226169 , 329819
3 , 1 , 143 , 1312226169 , 548020
3 , 0 , 160 , 1312226169 , 548040
3 , 24 , 101 , 1312226169 , 548049
1 , 330 , 1 , 1312226169 , 548058
0 , 0 , 0 , 1312226169 , 548066
3 , 24 , 100 , 1312226169 , 556957
0 , 0 , 0 , 1312226169 , 556981
3 , 24 , 0 , 1312226169 , 565406
1 , 330 , 0 , 1312226169 , 565422
0 , 0 , 0 , 1312226169 , 565427
3 , 1 , 162 , 1312226169 , 962150
3 , 0 , 165 , 1312226169 , 962171
3 , 24 , 101 , 1312226169 , 962179
1 , 330 , 1 , 1312226169 , 962188
0 , 0 , 0 , 1312226169 , 962196
3 , 1 , 159 , 1312226169 , 971256
3 , 0 , 164 , 1312226169 , 971276
3 , 24 , 100 , 1312226169 , 971285
0 , 0 , 0 , 1312226169 , 971299
3 , 1 , 155 , 1312226169 , 979995
3 , 24 , 101 , 1312226169 , 980020
0 , 0 , 0 , 1312226169 , 980034
3 , 24 , 0 , 1312226169 , 988487
1 , 330 , 0 , 1312226169 , 988506
0 , 0 , 0 , 1312226169 , 988511
3 , 1 , 158 , 1312226171 , 368269
3 , 0 , 161 , 1312226171 , 368290
3 , 24 , 100 , 1312226171 , 368298
1 , 330 , 1 , 1312226171 , 368307
0 , 0 , 0 , 1312226171 , 368315
3 , 1 , 157 , 1312226171 , 377265
3 , 24 , 101 , 1312226171 , 377290
0 , 0 , 0 , 1312226171 , 377304
3 , 1 , 155 , 1312226171 , 386051
3 , 0 , 160 , 1312226171 , 386070
3 , 24 , 100 , 1312226171 , 386079
0 , 0 , 0 , 1312226171 , 386092
3 , 24 , 0 , 1312226171 , 394494
1 , 330 , 0 , 1312226171 , 394511
0 , 0 , 0 , 1312226171 , 394516
3 , 1 , 156 , 1312226174 , 402438
3 , 0 , 165 , 1312226174 , 402457
3 , 24 , 101 , 1312226174 , 402465
1 , 330 , 1 , 1312226174 , 402474
0 , 0 , 0 , 1312226174 , 402481
3 , 1 , 157 , 1312226174 , 464888
3 , 24 , 100 , 1312226174 , 464913
0 , 0 , 0 , 1312226174 , 464927
3 , 1 , 158 , 1312226174 , 473827
3 , 24 , 101 , 1312226174 , 473851
0 , 0 , 0 , 1312226174 , 473865
3 , 0 , 164 , 1312226174 , 482741
3 , 24 , 100 , 1312226174 , 482760
0 , 0 , 0 , 1312226174 , 482774
3 , 24 , 0 , 1312226174 , 491213
1 , 330 , 0 , 1312226174 , 491229
0 , 0 , 0 , 1312226174 , 491234
3 , 1 , 167 , 1312226175 , 66390
3 , 0 , 170 , 1312226175 , 66409
3 , 24 , 101 , 1312226175 , 66418
1 , 330 , 1 , 1312226175 , 66427
0 , 0 , 0 , 1312226175 , 66435
3 , 1 , 166 , 1312226175 , 75530
3 , 24 , 100 , 1312226175 , 75554
0 , 0 , 0 , 1312226175 , 75568
3 , 1 , 167 , 1312226175 , 128869
3 , 24 , 101 , 1312226175 , 128892
0 , 0 , 0 , 1312226175 , 128907
3 , 1 , 168 , 1312226175 , 146695
3 , 24 , 100 , 1312226175 , 146718
0 , 0 , 0 , 1312226175 , 146732
3 , 1 , 169 , 1312226175 , 155560
3 , 24 , 101 , 1312226175 , 155583
0 , 0 , 0 , 1312226175 , 155597
3 , 0 , 168 , 1312226175 , 173458
3 , 24 , 100 , 1312226175 , 173477
0 , 0 , 0 , 1312226175 , 173491
3 , 0 , 166 , 1312226175 , 182409
3 , 24 , 101 , 1312226175 , 182428
0 , 0 , 0 , 1312226175 , 182442
3 , 24 , 0 , 1312226175 , 190913
1 , 330 , 0 , 1312226175 , 190928
0 , 0 , 0 , 1312226175 , 190933
3 , 1 , 161 , 1312226175 , 766199
3 , 0 , 187 , 1312226175 , 766218
3 , 24 , 100 , 1312226175 , 766226
1 , 330 , 1 , 1312226175 , 766235
0 , 0 , 0 , 1312226175 , 766243
3 , 1 , 162 , 1312226175 , 819668
3 , 24 , 101 , 1312226175 , 819692
0 , 0 , 0 , 1312226175 , 819707
3 , 24 , 100 , 1312226175 , 837479
0 , 0 , 0 , 1312226175 , 837503
3 , 1 , 163 , 1312226175 , 846426
3 , 0 , 185 , 1312226175 , 846445
3 , 24 , 101 , 1312226175 , 846454
0 , 0 , 0 , 1312226175 , 846467
3 , 1 , 164 , 1312226175 , 855409
3 , 0 , 182 , 1312226175 , 855429
3 , 24 , 100 , 1312226175 , 855438
0 , 0 , 0 , 1312226175 , 855452
3 , 24 , 0 , 1312226175 , 863892
1 , 330 , 0 , 1312226175 , 863908
0 , 0 , 0 , 1312226175 , 863913
3 , 1 , 162 , 1312226176 , 439213
3 , 0 , 176 , 1312226176 , 439233
3 , 24 , 101 , 1312226176 , 439242
1 , 330 , 1 , 1312226176 , 439250
0 , 0 , 0 , 1312226176 , 439258
3 , 1 , 163 , 1312226176 , 510621
3 , 0 , 175 , 1312226176 , 510639
3 , 24 , 100 , 1312226176 , 510647
0 , 0 , 0 , 1312226176 , 510661
3 , 1 , 166 , 1312226176 , 519477
3 , 0 , 174 , 1312226176 , 519563
3 , 24 , 101 , 1312226176 , 519572
0 , 0 , 0 , 1312226176 , 519586
3 , 1 , 169 , 1312226176 , 528566
3 , 24 , 100 , 1312226176 , 528590
0 , 0 , 0 , 1312226176 , 528604
3 , 24 , 0 , 1312226176 , 536895
1 , 330 , 0 , 1312226176 , 536911
0 , 0 , 0 , 1312226176 , 536916
3 , 1 , 158 , 1312226177 , 112105
3 , 0 , 175 , 1312226177 , 112124
3 , 24 , 101 , 1312226177 , 112133
1 , 330 , 1 , 1312226177 , 112142
0 , 0 , 0 , 1312226177 , 112150
3 , 24 , 100 , 1312226177 , 121197
0 , 0 , 0 , 1312226177 , 121221
3 , 1 , 159 , 1312226177 , 165570
3 , 24 , 101 , 1312226177 , 165594
0 , 0 , 0 , 1312226177 , 165608
3 , 1 , 160 , 1312226177 , 174531
3 , 0 , 174 , 1312226177 , 174550
3 , 24 , 100 , 1312226177 , 174559
0 , 0 , 0 , 1312226177 , 174573
3 , 0 , 171 , 1312226177 , 183410
3 , 24 , 101 , 1312226177 , 183429
0 , 0 , 0 , 1312226177 , 183443
3 , 0 , 170 , 1312226177 , 192356
3 , 24 , 100 , 1312226177 , 192373
0 , 0 , 0 , 1312226177 , 192388
3 , 24 , 0 , 1312226177 , 200899
1 , 330 , 0 , 1312226177 , 200916
0 , 0 , 0 , 1312226177 , 200921
3 , 1 , 177 , 1312226180 , 9074
3 , 0 , 297 , 1312226180 , 9096
3 , 24 , 101 , 1312226180 , 9105
1 , 330 , 1 , 1312226180 , 9114
0 , 0 , 0 , 1312226180 , 9122
3 , 1 , 176 , 1312226180 , 27023
3 , 24 , 100 , 1312226180 , 27048
0 , 0 , 0 , 1312226180 , 27062
3 , 1 , 173 , 1312226180 , 35832
3 , 24 , 101 , 1312226180 , 35857
0 , 0 , 0 , 1312226180 , 35872
3 , 1 , 170 , 1312226180 , 44854
3 , 24 , 100 , 1312226180 , 44877
0 , 0 , 0 , 1312226180 , 44892
3 , 1 , 169 , 1312226180 , 53797
3 , 24 , 101 , 1312226180 , 53822
0 , 0 , 0 , 1312226180 , 53836
3 , 24 , 0 , 1312226180 , 62200
1 , 330 , 0 , 1312226180 , 62215
0 , 0 , 0 , 1312226180 , 62220
3 , 0 , 427 , 1312226180 , 288664
3 , 24 , 100 , 1312226180 , 288684
1 , 330 , 1 , 1312226180 , 288693
0 , 0 , 0 , 1312226180 , 288702
3 , 24 , 0 , 1312226180 , 289901
1 , 330 , 0 , 1312226180 , 289908
0 , 0 , 0 , 1312226180 , 289913
3 , 1 , 260 , 1312226180 , 783310
3 , 0 , 137 , 1312226180 , 783331
3 , 24 , 101 , 1312226180 , 783339
1 , 330 , 1 , 1312226180 , 783348
0 , 0 , 0 , 1312226180 , 783356
3 , 24 , 0 , 1312226180 , 784502
1 , 330 , 0 , 1312226180 , 784509
0 , 0 , 0 , 1312226180 , 784513
3 , 1 , 283 , 1312226181 , 9734
3 , 0 , 305 , 1312226181 , 9754
3 , 24 , 100 , 1312226181 , 9763
1 , 330 , 1 , 1312226181 , 9772
0 , 0 , 0 , 1312226181 , 9780
3 , 24 , 0 , 1312226181 , 10917
1 , 330 , 0 , 1312226181 , 10925
0 , 0 , 0 , 1312226181 , 10929
3 , 1 , 305 , 1312226181 , 227678
3 , 0 , 465 , 1312226181 , 227698
3 , 24 , 101 , 1312226181 , 227707
1 , 330 , 1 , 1312226181 , 227716
0 , 0 , 0 , 1312226181 , 227723
3 , 1 , 304 , 1312226181 , 236936
3 , 24 , 100 , 1312226181 , 236961
0 , 0 , 0 , 1312226181 , 236976
3 , 1 , 303 , 1312226181 , 245606
3 , 0 , 462 , 1312226181 , 245624
3 , 24 , 101 , 1312226181 , 245633
0 , 0 , 0 , 1312226181 , 245647
3 , 24 , 0 , 1312226181 , 254004
1 , 330 , 0 , 1312226181 , 254020
0 , 0 , 0 , 1312226181 , 254025
3 , 1 , 382 , 1312226181 , 659652
3 , 0 , 155 , 1312226181 , 659672
3 , 24 , 100 , 1312226181 , 659680
1 , 330 , 1 , 1312226181 , 659689
0 , 0 , 0 , 1312226181 , 659697
3 , 24 , 101 , 1312226181 , 677589
0 , 0 , 0 , 1312226181 , 677614
3 , 1 , 380 , 1312226181 , 686376
3 , 24 , 100 , 1312226181 , 686400
0 , 0 , 0 , 1312226181 , 686414
3 , 24 , 101 , 1312226181 , 695335
0 , 0 , 0 , 1312226181 , 695360
3 , 24 , 0 , 1312226181 , 703991
1 , 330 , 0 , 1312226181 , 704007
0 , 0 , 0 , 1312226181 , 704012
3 , 1 , 406 , 1312226181 , 939168
3 , 0 , 317 , 1312226181 , 939186
3 , 24 , 100 , 1312226181 , 939195
1 , 330 , 1 , 1312226181 , 939204
0 , 0 , 0 , 1312226181 , 939212
3 , 24 , 0 , 1312226181 , 940415
1 , 330 , 0 , 1312226181 , 940422
0 , 0 , 0 , 1312226181 , 940427
